# X(km) Y(km) Z(km) Density(kg/m3)
1.333333 1.809524 8.000000 -0.015775
1.333333 1.809524 10.000000 0.087104
1.333333 1.809524 12.000000 0.164978
1.333333 4.761905 0.000000 -0.001415
1.333333 4.761905 2.000000 0.000547
1.333333 4.761905 4.000000 -0.359285
1.333333 4.761905 6.000000 -0.174578
1.333333 4.761905 8.000000 -0.019382
1.333333 4.761905 10.000000 0.101791
1.333333 4.761905 12.000000 0.196626
1.333333 7.714286 0.000000 -0.000749
1.333333 7.714286 2.000000 0.056324
1.333333 7.714286 4.000000 -0.509920
1.333333 7.714286 6.000000 -0.188480
1.333333 7.714286 8.000000 0.001086
1.333333 7.714286 10.000000 0.139733
1.333333 7.714286 12.000000 0.247584
1.333333 10.666667 0.000000 -0.002216
1.333333 10.666667 2.000000 -0.012279
1.333333 10.666667 4.000000 -0.503123
1.333333 10.666667 6.000000 -0.164782
1.333333 10.666667 8.000000 0.043319
1.333333 10.666667 10.000000 0.196444
1.333333 10.666667 12.000000 0.314878
1.333333 13.619048 0.000000 -0.002862
1.333333 13.619048 2.000000 -0.058438
1.333333 13.619048 4.000000 -0.073265
1.333333 13.619048 6.000000 -0.032676
1.333333 13.619048 8.000000 0.111306
1.333333 13.619048 10.000000 0.264854
1.333333 13.619048 12.000000 0.390921
1.333333 16.571429 0.000000 -0.002074
1.333333 16.571429 2.000000 0.011935
1.333333 16.571429 4.000000 -0.340758
1.333333 16.571429 6.000000 -0.086270
1.333333 16.571429 8.000000 0.139754
1.333333 16.571429 10.000000 0.324384
1.333333 16.571429 12.000000 0.462751
1.333333 19.523810 0.000000 -0.003114
1.333333 19.523810 2.000000 -0.013444
1.333333 19.523810 4.000000 -0.287796
1.333333 19.523810 6.000000 -0.068940
1.333333 19.523810 8.000000 0.174636
1.333333 19.523810 10.000000 0.374245
1.333333 19.523810 12.000000 0.518782
1.333333 22.476190 0.000000 -0.003209
1.333333 22.476190 2.000000 -0.034644
1.333333 22.476190 4.000000 -0.406424
1.333333 22.476190 6.000000 -0.063622
1.333333 22.476190 8.000000 0.201363
1.333333 22.476190 10.000000 0.402133
1.333333 22.476190 12.000000 0.545052
1.333333 25.428571 0.000000 -0.004392
1.333333 25.428571 2.000000 -0.117061
1.333333 25.428571 4.000000 -0.263399
1.333333 25.428571 6.000000 -0.021347
1.333333 25.428571 8.000000 0.207921
1.333333 25.428571 10.000000 0.394207
1.333333 25.428571 12.000000 0.531193
1.333333 28.380952 0.000000 -0.003843
1.333333 28.380952 2.000000 -0.115375
1.333333 28.380952 4.000000 -0.097276
1.333333 28.380952 6.000000 -0.008146
1.333333 28.380952 8.000000 0.174775
1.333333 28.380952 10.000000 0.346639
1.333333 28.380952 12.000000 0.479245
1.333333 31.333333 0.000000 -0.002187
1.333333 31.333333 2.000000 0.000359
1.333333 31.333333 4.000000 -0.439842
1.333333 31.333333 6.000000 -0.137721
1.333333 31.333333 8.000000 0.096913
1.333333 31.333333 10.000000 0.274456
1.333333 31.333333 12.000000 0.405754
1.333333 34.285714 0.000000 -0.002216
1.333333 34.285714 2.000000 0.010447
1.333333 34.285714 4.000000 -0.427617
1.333333 34.285714 6.000000 -0.149093
1.333333 34.285714 8.000000 0.056918
1.333333 34.285714 10.000000 0.214623
1.333333 34.285714 12.000000 0.334232
1.333333 37.238095 0.000000 -0.003850
1.333333 37.238095 2.000000 -0.117066
1.333333 37.238095 4.000000 -0.173072
1.333333 37.238095 6.000000 -0.057648
1.333333 37.238095 8.000000 0.064254
1.333333 37.238095 10.000000 0.179927
1.333333 37.238095 12.000000 0.277432
1.333333 40.190476 0.000000 -0.003729
1.333333 40.190476 2.000000 -0.139673
1.333333 40.190476 4.000000 0.040435
1.333333 40.190476 6.000000 0.024702
1.333333 40.190476 8.000000 0.081539
1.333333 40.190476 10.000000 0.160248
1.333333 40.190476 12.000000 0.235302
1.333333 43.142857 0.000000 -0.005655
1.333333 43.142857 2.000000 -0.219901
1.333333 43.142857 4.000000 -0.021050
1.333333 43.142857 6.000000 0.022639
1.333333 43.142857 8.000000 0.081573
1.333333 43.142857 10.000000 0.144277
1.333333 43.142857 12.000000 0.203326
1.333333 46.095238 0.000000 -0.004279
1.333333 46.095238 2.000000 -0.256086
1.333333 46.095238 4.000000 -0.078265
1.333333 46.095238 6.000000 0.017616
1.333333 46.095238 8.000000 0.078898
1.333333 46.095238 10.000000 0.131305
1.333333 46.095238 12.000000 0.178571
1.333333 49.047619 0.000000 -0.000231
1.333333 49.047619 2.000000 -0.015738
1.333333 49.047619 4.000000 0.006031
1.333333 49.047619 6.000000 0.043129
1.333333 49.047619 8.000000 0.082937
1.333333 49.047619 10.000000 0.122287
1.333333 49.047619 12.000000 0.159252
1.333333 52.000000 0.000000 0.000314
1.333333 52.000000 2.000000 0.012873
1.333333 52.000000 4.000000 0.031459
1.333333 52.000000 6.000000 0.056121
1.333333 52.000000 8.000000 0.084529
1.333333 52.000000 10.000000 0.114424
1.333333 52.000000 12.000000 0.143508
4.166667 -10.000000 0.000000 0.000373
4.166667 -10.000000 2.000000 0.016329
4.166667 -10.000000 4.000000 0.034546
4.166667 -10.000000 6.000000 0.055589
4.166667 -10.000000 8.000000 0.079358
4.166667 -10.000000 10.000000 0.105038
4.166667 -10.000000 12.000000 0.130869
4.166667 -7.047619 0.000000 0.000192
4.166667 -7.047619 2.000000 0.009120
4.166667 -7.047619 4.000000 0.025147
4.166667 -7.047619 6.000000 0.048470
4.166667 -7.047619 8.000000 0.077426
4.166667 -7.047619 10.000000 0.109999
4.166667 -7.047619 12.000000 0.143110
4.166667 -4.095238 0.000000 -0.000623
4.166667 -4.095238 2.000000 -0.026045
4.166667 -4.095238 4.000000 -0.009703
4.166667 -4.095238 6.000000 0.024053
4.166667 -4.095238 8.000000 0.064885
4.166667 -4.095238 10.000000 0.110405
4.166667 -4.095238 12.000000 0.155720
4.166667 -1.142857 0.000000 -0.002563
4.166667 -1.142857 2.000000 0.050721
4.166667 -1.142857 4.000000 -0.083075
4.166667 -1.142857 6.000000 -0.032400
4.166667 -1.142857 8.000000 0.035201
4.166667 -1.142857 10.000000 0.105822
4.166667 -1.142857 12.000000 0.170960
4.166667 1.809524 0.000000 -0.000916
4.166667 1.809524 2.000000 0.007452
4.166667 1.809524 4.000000 -0.286763
4.166667 1.809524 6.000000 -0.144588
4.166667 1.809524 8.000000 -0.007200
4.166667 1.809524 10.000000 0.105481
4.166667 1.809524 12.000000 0.197078
4.166667 4.761905 0.000000 0.000446
4.166667 4.761905 2.000000 0.144191
4.166667 4.761905 4.000000 -0.353327
4.166667 4.761905 6.000000 -0.184441
4.166667 4.761905 8.000000 -0.010389
4.166667 4.761905 10.000000 0.132970
4.166667 4.761905 12.000000 0.246963
4.166667 7.714286 0.000000 -0.000619
4.166667 7.714286 2.000000 0.075691
4.166667 7.714286 4.000000 -0.103568
4.166667 7.714286 6.000000 -0.113587
4.166667 7.714286 8.000000 0.039018
4.166667 7.714286 10.000000 0.197356
4.166667 7.714286 12.000000 0.327402
4.166667 10.666667 0.000000 -0.001256
4.166667 10.666667 2.000000 0.051052
4.166667 10.666667 4.000000 -0.374967
4.166667 10.666667 6.000000 -0.133004
4.166667 10.666667 8.000000 0.097916
4.166667 10.666667 10.000000 0.289433
4.166667 10.666667 12.000000 0.436189
4.166667 13.619048 0.000000 -0.001237
4.166667 13.619048 2.000000 0.041347
4.166667 13.619048 4.000000 -0.217185
4.166667 13.619048 6.000000 -0.062865
4.166667 13.619048 8.000000 0.187009
4.166667 13.619048 10.000000 0.405402
4.166667 13.619048 12.000000 0.565749
4.166667 16.571429 0.000000 -0.001954
4.166667 16.571429 2.000000 0.056107
4.166667 16.571429 4.000000 -0.621512
4.166667 16.571429 6.000000 -0.121926
4.166667 16.571429 8.000000 0.259904
4.166667 16.571429 10.000000 0.525142
4.166667 16.571429 12.000000 0.697990
4.166667 19.523810 0.000000 -0.002399
4.166667 19.523810 2.000000 0.055084
4.166667 19.523810 4.000000 -0.605921
4.166667 19.523810 6.000000 -0.062079
4.166667 19.523810 8.000000 0.353138
4.166667 19.523810 10.000000 0.633640
4.166667 19.523810 12.000000 0.806397
4.166667 22.476190 0.000000 -0.004227
4.166667 22.476190 2.000000 -0.058344
4.166667 22.476190 4.000000 -0.216352
4.166667 22.476190 6.000000 0.077007
4.166667 22.476190 8.000000 0.429030
4.166667 22.476190 10.000000 0.692139
4.166667 22.476190 12.000000 0.855873
4.166667 25.428571 0.000000 -0.004553
4.166667 25.428571 2.000000 -0.073870
4.166667 25.428571 4.000000 -0.496548
4.166667 25.428571 6.000000 0.035161
4.166667 25.428571 8.000000 0.407557
4.166667 25.428571 10.000000 0.662733
4.166667 25.428571 12.000000 0.823281
4.166667 28.380952 0.000000 -0.004471
4.166667 28.380952 2.000000 -0.082188
4.166667 28.380952 4.000000 -0.418582
4.166667 28.380952 6.000000 -0.009109
4.166667 28.380952 8.000000 0.316679
4.166667 28.380952 10.000000 0.558561
4.166667 28.380952 12.000000 0.720643
4.166667 31.333333 0.000000 -0.002588
4.166667 31.333333 2.000000 0.020184
4.166667 31.333333 4.000000 -0.566241
4.166667 31.333333 6.000000 -0.141689
4.166667 31.333333 8.000000 0.187323
4.166667 31.333333 10.000000 0.423352
4.166667 31.333333 12.000000 0.585865
4.166667 34.285714 0.000000 -0.002289
4.166667 34.285714 2.000000 0.015374
4.166667 34.285714 4.000000 -0.479763
4.166667 34.285714 6.000000 -0.154477
4.166667 34.285714 8.000000 0.107095
4.166667 34.285714 10.000000 0.309219
4.166667 34.285714 12.000000 0.458219
4.166667 37.238095 0.000000 -0.001944
4.166667 37.238095 2.000000 0.010807
4.166667 37.238095 4.000000 -0.302666
4.166667 37.238095 6.000000 -0.115991
4.166667 37.238095 8.000000 0.071527
4.166667 37.238095 10.000000 0.231091
4.166667 37.238095 12.000000 0.357133
4.166667 40.190476 0.000000 -0.003579
4.166667 40.190476 2.000000 -0.121760
4.166667 40.190476 4.000000 -0.108426
4.166667 40.190476 6.000000 -0.041131
4.166667 40.190476 8.000000 0.072952
4.166667 40.190476 10.000000 0.187281
4.166667 40.190476 12.000000 0.285928
4.166667 43.142857 0.000000 -0.005781
4.166667 43.142857 2.000000 -0.243466
4.166667 43.142857 4.000000 -0.048867
4.166667 43.142857 6.000000 0.022005
4.166667 43.142857 8.000000 0.088507
4.166667 43.142857 10.000000 0.165075
4.166667 43.142857 12.000000 0.238142
4.166667 46.095238 0.000000 -0.000542
4.166667 46.095238 2.000000 0.005044
4.166667 46.095238 4.000000 -0.004773
4.166667 46.095238 6.000000 0.039179
4.166667 46.095238 8.000000 0.092317
4.166667 46.095238 10.000000 0.149311
4.166667 46.095238 12.000000 0.204386
4.166667 49.047619 0.000000 0.000075
4.166667 49.047619 2.000000 0.004819
4.166667 49.047619 4.000000 0.022421
4.166667 49.047619 6.000000 0.054025
4.166667 49.047619 8.000000 0.093759
4.166667 49.047619 10.000000 0.136900
4.166667 49.047619 12.000000 0.179044
4.166667 52.000000 0.000000 0.000364
4.166667 52.000000 2.000000 0.015707
4.166667 52.000000 4.000000 0.035938
4.166667 52.000000 6.000000 0.062143
4.166667 52.000000 8.000000 0.093022
4.166667 52.000000 10.000000 0.126318
4.166667 52.000000 12.000000 0.159146
7.000000 -10.000000 0.000000 0.000390
7.000000 -10.000000 2.000000 0.016353
7.000000 -10.000000 4.000000 0.035282
7.000000 -10.000000 6.000000 0.058095
7.000000 -10.000000 8.000000 0.084589
7.000000 -10.000000 10.000000 0.113539
7.000000 -10.000000 12.000000 0.142674
7.000000 -7.047619 0.000000 0.000195
7.000000 -7.047619 2.000000 0.008149
7.000000 -7.047619 4.000000 0.023739
7.000000 -7.047619 6.000000 0.048770
7.000000 -7.047619 8.000000 0.081722
7.000000 -7.047619 10.000000 0.119457
7.000000 -7.047619 12.000000 0.157715
7.000000 -4.095238 0.000000 -0.000448
7.000000 -4.095238 2.000000 -0.015499
7.000000 -4.095238 4.000000 -0.004685
7.000000 -4.095238 6.000000 0.024306
7.000000 -4.095238 8.000000 0.068804
7.000000 -4.095238 10.000000 0.121900
7.000000 -4.095238 12.000000 0.175023
7.000000 -1.142857 0.000000 -0.001744
7.000000 -1.142857 2.000000 -0.010506
7.000000 -1.142857 4.000000 -0.022182
7.000000 -1.142857 6.000000 -0.015999
7.000000 -1.142857 8.000000 0.044042
7.000000 -1.142857 10.000000 0.123154
7.000000 -1.142857 12.000000 0.199043
7.000000 1.809524 0.000000 -0.001999
7.000000 1.809524 2.000000 -0.017783
7.000000 1.809524 4.000000 -0.077548
7.000000 1.809524 6.000000 -0.098633
7.000000 1.809524 8.000000 0.012035
7.000000 1.809524 10.000000 0.135090
7.000000 1.809524 12.000000 0.241125
7.000000 4.761905 0.000000 0.000447
7.000000 4.761905 2.000000 0.154433
7.000000 4.761905 4.000000 -0.581182
7.000000 4.761905 6.000000 -0.212556
7.000000 4.761905 8.000000 0.012020
7.000000 4.761905 10.000000 0.183627
7.000000 4.761905 12.000000 0.318248
7.000000 7.714286 0.000000 -0.000493
7.000000 7.714286 2.000000 0.076393
7.000000 7.714286 4.000000 -0.290397
7.000000 7.714286 6.000000 -0.116003
7.000000 7.714286 8.000000 0.092798
7.000000 7.714286 10.000000 0.288203
7.000000 7.714286 12.000000 0.443404
7.000000 10.666667 0.000000 -0.002475
7.000000 10.666667 2.000000 -0.002019
7.000000 10.666667 4.000000 -0.456889
7.000000 10.666667 6.000000 -0.111269
7.000000 10.666667 8.000000 0.200179
7.000000 10.666667 10.000000 0.445009
7.000000 10.666667 12.000000 0.620399
7.000000 13.619048 0.000000 -0.002092
7.000000 13.619048 2.000000 0.036471
7.000000 13.619048 4.000000 -0.584922
7.000000 13.619048 6.000000 -0.040891
7.000000 13.619048 8.000000 0.370679
7.000000 13.619048 10.000000 0.660805
7.000000 13.619048 12.000000 0.845928
7.000000 16.571429 0.000000 -0.001092
7.000000 16.571429 2.000000 0.100234
7.000000 16.571429 4.000000 -0.631113
7.000000 16.571429 6.000000 0.060714
7.000000 16.571429 8.000000 0.588796
7.000000 16.571429 10.000000 0.916343
7.000000 16.571429 12.000000 1.094226
7.000000 19.523810 0.000000 -0.000750
7.000000 19.523810 2.000000 0.178904
7.000000 19.523810 4.000000 -0.793253
7.000000 19.523810 6.000000 0.214244
7.000000 19.523810 8.000000 0.831218
7.000000 19.523810 10.000000 1.157752
7.000000 19.523810 12.000000 1.307102
7.000000 22.476190 0.000000 -0.002144
7.000000 22.476190 2.000000 0.114537
7.000000 22.476190 4.000000 -0.538348
7.000000 22.476190 6.000000 0.415778
7.000000 22.476190 8.000000 0.984960
7.000000 22.476190 10.000000 1.277653
7.000000 22.476190 12.000000 1.401471
7.000000 25.428571 0.000000 -0.004427
7.000000 25.428571 2.000000 -0.068673
7.000000 25.428571 4.000000 -0.251605
7.000000 25.428571 6.000000 0.412227
7.000000 25.428571 8.000000 0.908598
7.000000 25.428571 10.000000 1.194345
7.000000 25.428571 12.000000 1.327705
7.000000 28.380952 0.000000 -0.003558
7.000000 28.380952 2.000000 -0.063994
7.000000 28.380952 4.000000 -0.178943
7.000000 28.380952 6.000000 0.240157
7.000000 28.380952 8.000000 0.667152
7.000000 28.380952 10.000000 0.959418
7.000000 28.380952 12.000000 1.122480
7.000000 31.333333 0.000000 -0.003121
7.000000 31.333333 2.000000 -0.041201
7.000000 31.333333 4.000000 -0.590413
7.000000 31.333333 6.000000 -0.016100
7.000000 31.333333 8.000000 0.401286
7.000000 31.333333 10.000000 0.690193
7.000000 31.333333 12.000000 0.872063
7.000000 34.285714 0.000000 -0.003068
7.000000 34.285714 2.000000 -0.060565
7.000000 34.285714 4.000000 -0.204778
7.000000 34.285714 6.000000 -0.039062
7.000000 34.285714 8.000000 0.230386
7.000000 34.285714 10.000000 0.471028
7.000000 34.285714 12.000000 0.645845
7.000000 37.238095 0.000000 -0.001551
7.000000 37.238095 2.000000 0.034984
7.000000 37.238095 4.000000 -0.503266
7.000000 37.238095 6.000000 -0.173254
7.000000 37.238095 8.000000 0.100335
7.000000 37.238095 10.000000 0.313340
7.000000 37.238095 12.000000 0.471146
7.000000 40.190476 0.000000 -0.002114
7.000000 40.190476 2.000000 0.016701
7.000000 40.190476 4.000000 -0.517820
7.000000 40.190476 6.000000 -0.165346
7.000000 40.190476 8.000000 0.057037
7.000000 40.190476 10.000000 0.224043
7.000000 40.190476 12.000000 0.352809
7.000000 43.142857 0.000000 -0.006270
7.000000 43.142857 2.000000 -0.258496
7.000000 43.142857 4.000000 0.067350
7.000000 43.142857 6.000000 0.016636
7.000000 43.142857 8.000000 0.086863
7.000000 43.142857 10.000000 0.186913
7.000000 43.142857 12.000000 0.279713
7.000000 46.095238 0.000000 0.000549
7.000000 46.095238 2.000000 0.127181
7.000000 46.095238 4.000000 0.043438
7.000000 46.095238 6.000000 0.045119
7.000000 46.095238 8.000000 0.097835
7.000000 46.095238 10.000000 0.166054
7.000000 46.095238 12.000000 0.232816
7.000000 49.047619 0.000000 0.000094
7.000000 49.047619 2.000000 0.010852
7.000000 49.047619 4.000000 0.025197
7.000000 49.047619 6.000000 0.056133
7.000000 49.047619 8.000000 0.100469
7.000000 49.047619 10.000000 0.150687
7.000000 49.047619 12.000000 0.200008
7.000000 52.000000 0.000000 0.000370
7.000000 52.000000 2.000000 0.015961
7.000000 52.000000 4.000000 0.037124
7.000000 52.000000 6.000000 0.065664
7.000000 52.000000 8.000000 0.100267
7.000000 52.000000 10.000000 0.138086
7.000000 52.000000 12.000000 0.175476
9.833333 -10.000000 0.000000 0.000409
9.833333 -10.000000 2.000000 0.016430
9.833333 -10.000000 4.000000 0.036229
9.833333 -10.000000 6.000000 0.061072
9.833333 -10.000000 8.000000 0.090557
9.833333 -10.000000 10.000000 0.122961
9.833333 -10.000000 12.000000 0.155474
9.833333 -7.047619 0.000000 0.000166
9.833333 -7.047619 2.000000 0.005411
9.833333 -7.047619 4.000000 0.020241
9.833333 -7.047619 6.000000 0.048015
9.833333 -7.047619 8.000000 0.086311
9.833333 -7.047619 10.000000 0.130165
9.833333 -7.047619 12.000000 0.174035
9.833333 -4.095238 0.000000 -0.000689
9.833333 -4.095238 2.000000 -0.023549
9.833333 -4.095238 4.000000 -0.022805
9.833333 -4.095238 6.000000 0.011213
9.833333 -4.095238 8.000000 0.068606
9.833333 -4.095238 10.000000 0.134120
9.833333 -4.095238 12.000000 0.196999
9.833333 -1.142857 0.000000 -0.004390
9.833333 -1.142857 2.000000 -0.141738
9.833333 -1.142857 4.000000 -0.143960
9.833333 -1.142857 6.000000 -0.071800
9.833333 -1.142857 8.000000 0.034286
9.833333 -1.142857 10.000000 0.139580
9.833333 -1.142857 12.000000 0.231533
9.833333 1.809524 0.000000 -0.000411
9.833333 1.809524 2.000000 0.136227
9.833333 1.809524 4.000000 -0.557450
9.833333 1.809524 6.000000 -0.212136
9.833333 1.809524 8.000000 0.003300
9.833333 1.809524 10.000000 0.166364
9.833333 1.809524 12.000000 0.294208
9.833333 4.761905 0.000000 -0.000768
9.833333 4.761905 2.000000 0.123654
9.833333 4.761905 4.000000 -0.469243
9.833333 4.761905 6.000000 -0.217716
9.833333 4.761905 8.000000 0.040324
9.833333 4.761905 10.000000 0.248996
9.833333 4.761905 12.000000 0.408682
9.833333 7.714286 0.000000 -0.002072
9.833333 7.714286 2.000000 0.026153
9.833333 7.714286 4.000000 -0.326845
9.833333 7.714286 6.000000 -0.117669
9.833333 7.714286 8.000000 0.164594
9.833333 7.714286 10.000000 0.412422
9.833333 7.714286 12.000000 0.597106
9.833333 10.666667 0.000000 -0.000548
9.833333 10.666667 2.000000 0.108475
9.833333 10.666667 4.000000 -0.605059
9.833333 10.666667 6.000000 -0.065629
9.833333 10.666667 8.000000 0.367642
9.833333 10.666667 10.000000 0.677871
9.833333 10.666667 12.000000 0.878653
9.833333 13.619048 0.000000 -0.002508
9.833333 13.619048 2.000000 -0.034559
9.833333 13.619048 4.000000 -0.313492
9.833333 13.619048 6.000000 0.242187
9.833333 13.619048 8.000000 0.748237
9.833333 13.619048 10.000000 1.082478
9.833333 13.619048 12.000000 1.263412
9.833333 16.571429 0.000000 -0.000464
9.833333 16.571429 2.000000 0.091852
9.833333 16.571429 4.000000 -0.431518
9.833333 16.571429 6.000000 0.634439
9.833333 16.571429 8.000000 1.293466
9.833333 16.571429 10.000000 1.608334
9.833333 16.571429 12.000000 1.716538
9.833333 19.523810 0.000000 0.000037
9.833333 19.523810 2.000000 0.120606
9.833333 19.523810 4.000000 0.143626
9.833333 19.523810 6.000000 1.388262
9.833333 19.523810 8.000000 1.964355
9.833333 19.523810 10.000000 2.140571
9.833333 19.523810 12.000000 2.124661
9.833333 22.476190 0.000000 -0.000419
9.833333 22.476190 2.000000 0.067540
9.833333 22.476190 4.000000 0.640082
9.833333 22.476190 6.000000 1.909154
9.833333 22.476190 8.000000 2.336066
9.833333 22.476190 10.000000 2.396060
9.833333 22.476190 12.000000 2.304052
9.833333 25.428571 0.000000 -0.002165
9.833333 25.428571 2.000000 -0.003620
9.833333 25.428571 4.000000 0.139639
9.833333 25.428571 6.000000 1.461870
9.833333 25.428571 8.000000 2.020042
9.833333 25.428571 10.000000 2.175534
9.833333 25.428571 12.000000 2.147090
9.833333 28.380952 0.000000 -0.002699
9.833333 28.380952 2.000000 -0.038365
9.833333 28.380952 4.000000 -0.391155
9.833333 28.380952 6.000000 0.698856
9.833333 28.380952 8.000000 1.348716
9.833333 28.380952 10.000000 1.650477
9.833333 28.380952 12.000000 1.748109
9.833333 31.333333 0.000000 -0.002721
9.833333 31.333333 2.000000 -0.054456
9.833333 31.333333 4.000000 -0.584749
9.833333 31.333333 6.000000 0.194431
9.833333 31.333333 8.000000 0.769030
9.833333 31.333333 10.000000 1.115290
9.833333 31.333333 12.000000 1.294407
9.833333 34.285714 0.000000 -0.003162
9.833333 34.285714 2.000000 -0.097782
9.833333 34.285714 4.000000 -0.260206
9.833333 34.285714 6.000000 0.034910
9.833333 34.285714 8.000000 0.410190
9.833333 34.285714 10.000000 0.711104
9.833333 34.285714 12.000000 0.908920
9.833333 37.238095 0.000000 -0.000385
9.833333 37.238095 2.000000 0.084223
9.833333 37.238095 4.000000 -0.703263
9.833333 37.238095 6.000000 -0.213844
9.833333 37.238095 8.000000 0.163390
9.833333 37.238095 10.000000 0.436276
9.833333 37.238095 12.000000 0.625579
9.833333 40.190476 0.000000 -0.001598
9.833333 40.190476 2.000000 0.049974
9.833333 40.190476 4.000000 -0.586502
9.833333 40.190476 6.000000 -0.226473
9.833333 40.190476 8.000000 0.064610
9.833333 40.190476 10.000000 0.281245
9.833333 40.190476 12.000000 0.440204
9.833333 43.142857 0.000000 -0.002761
9.833333 43.142857 2.000000 -0.018571
9.833333 43.142857 4.000000 -0.215983
9.833333 43.142857 6.000000 -0.080817
9.833333 43.142857 8.000000 0.071641
9.833333 43.142857 10.000000 0.212573
9.833333 43.142857 12.000000 0.329680
9.833333 46.095238 0.000000 -0.006502
9.833333 46.095238 2.000000 -0.414165
9.833333 46.095238 4.000000 -0.179078
9.833333 46.095238 6.000000 -0.021295
9.833333 46.095238 8.000000 0.086259
9.833333 46.095238 10.000000 0.180718
9.833333 46.095238 12.000000 0.263835
9.833333 49.047619 0.000000 -0.000605
9.833333 49.047619 2.000000 -0.037825
9.833333 49.047619 4.000000 -0.013792
9.833333 49.047619 6.000000 0.039284
9.833333 49.047619 8.000000 0.100398
9.833333 49.047619 10.000000 0.162933
9.833333 49.047619 12.000000 0.221706
9.833333 52.000000 0.000000 0.000303
9.833333 52.000000 2.000000 0.011517
9.833333 52.000000 4.000000 0.032936
9.833333 52.000000 6.000000 0.065508
9.833333 52.000000 8.000000 0.105665
9.833333 52.000000 10.000000 0.149307
9.833333 52.000000 12.000000 0.192067
12.666667 -10.000000 0.000000 0.000430
12.666667 -10.000000 2.000000 0.016724
12.666667 -10.000000 4.000000 0.037783
12.666667 -10.000000 6.000000 0.065037
12.666667 -10.000000 8.000000 0.097664
12.666667 -10.000000 10.000000 0.133433
12.666667 -10.000000 12.000000 0.169099
12.666667 -7.047619 0.000000 0.000108
12.666667 -7.047619 2.000000 -0.000357
12.666667 -7.047619 4.000000 0.014754
12.666667 -7.047619 6.000000 0.047757
12.666667 -7.047619 8.000000 0.092750
12.666667 -7.047619 10.000000 0.142937
12.666667 -7.047619 12.000000 0.192130
12.666667 -4.095238 0.000000 -0.001212
12.666667 -4.095238 2.000000 -0.066860
12.666667 -4.095238 4.000000 -0.065629
12.666667 -4.095238 6.000000 -0.007021
12.666667 -4.095238 8.000000 0.070546
12.666667 -4.095238 10.000000 0.149859
12.666667 -4.095238 12.000000 0.222232
12.666667 -1.142857 0.000000 -0.003750
12.666667 -1.142857 2.000000 -0.003236
12.666667 -1.142857 4.000000 -0.298828
12.666667 -1.142857 6.000000 -0.126774
12.666667 -1.142857 8.000000 0.030800
12.666667 -1.142857 10.000000 0.162251
12.666667 -1.142857 12.000000 0.269634
12.666667 1.809524 0.000000 -0.001388
12.666667 1.809524 2.000000 0.110383
12.666667 1.809524 4.000000 -0.542813
12.666667 1.809524 6.000000 -0.237616
12.666667 1.809524 8.000000 0.014727
12.666667 1.809524 10.000000 0.208787
12.666667 1.809524 12.000000 0.356966
12.666667 4.761905 0.000000 -0.000972
12.666667 4.761905 2.000000 0.124843
12.666667 4.761905 4.000000 -0.502792
12.666667 4.761905 6.000000 -0.211367
12.666667 4.761905 8.000000 0.085923
12.666667 4.761905 10.000000 0.331939
12.666667 4.761905 12.000000 0.516665
12.666667 7.714286 0.000000 -0.001844
12.666667 7.714286 2.000000 0.081439
12.666667 7.714286 4.000000 -0.434329
12.666667 7.714286 6.000000 -0.125901
12.666667 7.714286 8.000000 0.259698
12.666667 7.714286 10.000000 0.570832
12.666667 7.714286 12.000000 0.785760
12.666667 10.666667 0.000000 -0.002258
12.666667 10.666667 2.000000 0.038646
12.666667 10.666667 4.000000 -0.896691
12.666667 10.666667 6.000000 -0.016024
12.666667 10.666667 8.000000 0.604938
12.666667 10.666667 10.000000 0.991544
12.666667 10.666667 12.000000 1.209689
12.666667 13.619048 0.000000 -0.003620
12.666667 13.619048 2.000000 -0.129307
12.666667 13.619048 4.000000 -0.151393
12.666667 13.619048 6.000000 0.711229
12.666667 13.619048 8.000000 1.343130
12.666667 13.619048 10.000000 1.690145
12.666667 13.619048 12.000000 1.825292
12.666667 16.571429 0.000000 -0.000991
12.666667 16.571429 2.000000 -0.018042
12.666667 16.571429 4.000000 0.237975
12.666667 16.571429 6.000000 1.835564
12.666667 16.571429 8.000000 2.518549
12.666667 16.571429 10.000000 2.673058
12.666667 16.571429 12.000000 2.593939
12.666667 19.523810 0.000000 0.001569
12.666667 19.523810 2.000000 -0.137842
12.666667 19.523810 4.000000 3.396719
12.666667 19.523810 6.000000 4.226607
12.666667 19.523810 8.000000 4.119051
12.666667 19.523810 10.000000 3.738978
12.666667 19.523810 12.000000 3.319732
12.666667 22.476190 0.000000 0.005088
12.666667 22.476190 2.000000 -0.270565
12.666667 22.476190 4.000000 6.984415
12.666667 22.476190 6.000000 6.015961
12.666667 22.476190 8.000000 5.037225
12.666667 22.476190 10.000000 4.260729
12.666667 22.476190 12.000000 3.642619
12.666667 25.428571 0.000000 -0.000381
12.666667 25.428571 2.000000 -0.276203
12.666667 25.428571 4.000000 3.713066
12.666667 25.428571 6.000000 4.364400
12.666667 25.428571 8.000000 4.191033
12.666667 25.428571 10.000000 3.781237
12.666667 25.428571 12.000000 3.346572
12.666667 28.380952 0.000000 -0.003411
12.666667 28.380952 2.000000 -0.165342
12.666667 28.380952 4.000000 0.439896
12.666667 28.380952 6.000000 1.933094
12.666667 28.380952 8.000000 2.585367
