# X(km) Y(km) Z(km) Density(kg/m3)
-1.500000 28.380952 8.000000 0.125632
-1.500000 28.380952 10.000000 0.241137
-1.500000 28.380952 12.000000 0.339550
-1.500000 31.333333 0.000000 -0.004146
-1.500000 31.333333 2.000000 -0.062529
-1.500000 31.333333 4.000000 -0.248087
-1.500000 31.333333 6.000000 -0.075179
-1.500000 31.333333 8.000000 0.077284
-1.500000 31.333333 10.000000 0.200472
-1.500000 31.333333 12.000000 0.298209
-1.500000 34.285714 0.000000 -0.004933
-1.500000 34.285714 2.000000 -0.148035
-1.500000 34.285714 4.000000 -0.266173
-1.500000 34.285714 6.000000 -0.089742
-1.500000 34.285714 8.000000 0.053842
-1.500000 34.285714 10.000000 0.167099
-1.500000 34.285714 12.000000 0.256986
-1.500000 37.238095 0.000000 -0.005719
-1.500000 37.238095 2.000000 -0.235533
-1.500000 37.238095 4.000000 -0.114845
-1.500000 37.238095 6.000000 -0.025707
-1.500000 37.238095 8.000000 0.064585
-1.500000 37.238095 10.000000 0.149745
-1.500000 37.238095 12.000000 0.223753
-1.500000 40.190476 0.000000 -0.004681
-1.500000 40.190476 2.000000 -0.224612
-1.500000 40.190476 4.000000 -0.044490
-1.500000 40.190476 6.000000 0.015625
-1.500000 40.190476 8.000000 0.075540
-1.500000 40.190476 10.000000 0.138534
-1.500000 40.190476 12.000000 0.197364
-1.500000 43.142857 0.000000 -0.005785
-1.500000 43.142857 2.000000 -0.282659
-1.500000 43.142857 4.000000 -0.106183
-1.500000 43.142857 6.000000 0.005067
-1.500000 43.142857 8.000000 0.071601
-1.500000 43.142857 10.000000 0.126418
-1.500000 43.142857 12.000000 0.175114
-1.500000 46.095238 0.000000 -0.002019
-1.500000 46.095238 2.000000 -0.082557
-1.500000 46.095238 4.000000 -0.043339
-1.500000 46.095238 6.000000 0.018751
-1.500000 46.095238 8.000000 0.071267
-1.500000 46.095238 10.000000 0.116631
-1.500000 46.095238 12.000000 0.156763
-1.500000 49.047619 0.000000 -0.000097
-1.500000 49.047619 2.000000 -0.006301
-1.500000 49.047619 4.000000 0.010253
-1.500000 49.047619 6.000000 0.041119
-1.500000 49.047619 8.000000 0.075712
-1.500000 49.047619 10.000000 0.109958
-1.500000 49.047619 12.000000 0.141908
-1.500000 52.000000 0.000000 0.000305
-1.500000 52.000000 2.000000 0.012624
-1.500000 52.000000 4.000000 0.029824
-1.500000 52.000000 6.000000 0.052062
-1.500000 52.000000 8.000000 0.077370
-1.500000 52.000000 10.000000 0.103769
-1.500000 52.000000 12.000000 0.129324
1.333333 -10.000000 0.000000 0.000365
1.333333 -10.000000 2.000000 0.016860
1.333333 -10.000000 4.000000 0.034584
1.333333 -10.000000 6.000000 0.053871
1.333333 -10.000000 8.000000 0.074964
1.333333 -10.000000 10.000000 0.097505
1.333333 -10.000000 12.000000 0.120175
1.333333 -7.047619 0.000000 0.000254
1.333333 -7.047619 2.000000 0.015179
1.333333 -7.047619 4.000000 0.031671
1.333333 -7.047619 6.000000 0.051254
1.333333 -7.047619 8.000000 0.075095
1.333333 -7.047619 10.000000 0.102359
1.333333 -7.047619 12.000000 0.130506
1.333333 -4.095238 0.000000 -0.000267
1.333333 -4.095238 2.000000 0.006473
1.333333 -4.095238 4.000000 0.020864
1.333333 -4.095238 6.000000 0.037314
1.333333 -4.095238 8.000000 0.066008
1.333333 -4.095238 10.000000 0.102407
1.333333 -4.095238 12.000000 0.140055
1.333333 -1.142857 0.000000 -0.005994
1.333333 -1.142857 2.000000 -0.373533
1.333333 -1.142857 4.000000 -0.055044
1.333333 -1.142857 6.000000 -0.019553
1.333333 -1.142857 8.000000 0.035217
1.333333 -1.142857 10.000000 0.094808
1.333333 -1.142857 12.000000 0.149489
1.333333 1.809524 0.000000 -0.000065
1.333333 1.809524 2.000000 0.137520
1.333333 1.809524 4.000000 -0.503584
1.333333 1.809524 6.000000 -0.177505
